Institution,Control,State,Category,Plan,Lat,Long,March_Death,April_Death,May_Death,June_Death,March_Hospitalized,April_Hospitalized,May_Hospitalized,June_Hospitalized,March_InICU,April_InICU,May_InICU,June_InICU,March_onVentilatorCumulative,April_onVentilatorCumulative,May_onVentilatorCumulative,June_onVentilatorCumulative,March_Positive,April_Positive,May_Positive,June_Positive,March_Recovered,April_Recovered,May_Recovered,June_Recovered,constitution_party_numbers,democrat_numbers,green_numbers,libertarian_numbers,republican_numbers
Palomar College,Public,CA,"<a href=""https://www2.palomar.edu/pages/covid19/majority-of-fall-semester-courses-will-be-online/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,33.1504224,-117.1826734,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Pepperdine University,Private,CA,"<a href=""https://emergency.pepperdine.edu/2020/05/15/a-message-from-president-gash-pepperdine-restoration-plan/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.0414045,-118.7095814,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Point Loma Nazarene University,Private,CA,"<a href=""https://www.pointloma.edu/coronavirus-covid-19-information/frequently-asked-questions"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,32.7179855,-117.2502586,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Pomona College,Private,CA,"<a href=""https://www.pomona.edu/coronavirus/updates/posts/planning-fall-semester-5720"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,34.0973098,-117.71308390000002,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
San Bernardino Valley College,Public,CA,"<a href=""https://www.valleycollege.edu/eSchedule/Online/Schedule/V/2020FA/index.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,34.08781810000001,-117.3106404,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
San Diego Miramar College,Public,CA,"<a href=""https://www.sdccd.edu/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,32.9098265,-117.1214057,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
San Jose City College,Public,CA,"<a href=""https://www.sjcc.edu/future-students/apply-now"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,37.3146947,-121.9271722,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Santa Clara University,Private,CA,"<a href=""https://www.scu.edu/kob/fall-2020-update/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,37.34964179999999,-121.9389875,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Santa Monica College,Public,CA,"<a href=""http://www.smc.edu/ACG/Superintendent-President/Message/Pages/Fall-2020-Update-Watch-We-Miss-You.aspx"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,34.0165568,-118.47039479999998,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Santa Rosa Junior College,Public,CA,"<a href=""https://www.santarosa.edu/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,38.4549178,-122.7217098,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Sierra College,Public,CA,"<a href=""https://twitter.com/SierraCollege/status/1254807916701298688"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,38.7933486,-121.2079648,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Simpson University,Private,CA,"<a href=""https://simpsonunews.com/2020/05/05/simpson-university-announces-intention-to-reopen-campus-in-fall-20/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.6144047,-122.3322751,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Skyline College,Public,CA,"<a href=""https://covid-19.smccd.edu/san-mateo-county-community-college-district-courses-go-mainly-online-for-summer-and-fall-terms/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,37.63009210000001,-122.4660308,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Soka University of America,Private,CA,"<a href=""https://www.soka.edu/coronavirus-update"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,33.55479820000001,-117.7352081,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
St. Mary’s College of California,Private,CA,"<a href=""https://www.stmarys-ca.edu/public-safety-transportation/message-to-faculty-staff-students-about-fall-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,37.8413472,-122.1101354,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Stanford University,Private,CA,"<a href=""https://www.stanforddaily.com/2020/04/16/next-academic-year-could-start-in-winter-provost-says/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,37.4274745,-122.169719,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of California at Berkeley,Public,CA,"<a href=""https://sa.berkeley.edu/covid19/Fall2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,37.8718992,-122.2585399,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of California at Davis,Public,CA,"<a href=""https://www.davisenterprise.com/local-news/uc-davis-likely-to-offer-remote-instruction-option-in-the-fall/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,38.5382322,-121.7617125,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of California at Los Angeles,Public,CA,"<a href=""https://chancellor.ucla.edu/messages/planning-fall-2020-beyond/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,34.068921,-118.4451811,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of California at Riverside,Public,CA,"<a href=""https://insideucr.ucr.edu/announcements/2020/04/28/chancellors-update-april-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,33.9737055,-117.3280644,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of California at San Diego,Public,CA,"<a href=""https://coronavirus.ucsd.edu/#current-status"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,32.8800604,-117.2340135,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of California at Santa Barbara,Public,CA,"<a href=""https://chancellor.ucsb.edu/memos/2020-05-14-covid-19-update-planning-efforts-our-path-forward"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,34.413962899999994,-119.848947,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of California at Santa Cruz,Public,CA,"<a href=""https://news.ucsc.edu/2020/04/information-about-fall-quarter-2020.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,36.9880503,-122.0582093,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of La Verne,Private,CA,"<a href=""https://laverne.edu/health/2020/fall-planning-and-budget-outlook/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,34.100758899999995,-117.7729742,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of Redlands,Private,CA,"<a href=""https://www.redlands.edu/coronavirus-resources/message-29-on-429-considering-options-for-reopening-campuses/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,34.0627062,-117.1632608,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of San Diego,Private,CA,"<a href=""https://www.sandiego.edu/news/detail.php?_focus=76564"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,32.7719191,-117.188213,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of San Francisco,Private,CA,"<a href=""https://www.usfca.edu/admission/undergraduate/covid-19"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,37.7765643,-122.4507187,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of Southern California,Private,CA,"<a href=""https://www.latimes.com/california/story/2020-04-28/usc-wont-give-partial-tuition-refunds-even-as-coronvirus-has-forced-campus-to-shift-to-online-learning"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,34.0223519,-118.285117,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
University of the Pacific,Private,CA,"<a href=""http://echo4.bluehornet.com/hostedemail/email.htm?CID=42181419576&amp;ch=1B19627B7FC4A9CB523E4CAB01BB3A2C&amp;h=20ac1e3452dc16b9b06a10c15882100c&amp;ei=T-TMkPlNt&amp;st=29-APR-20"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,37.9798869,-121.3128577,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
West Valley College,Public,CA,"<a href=""https://www.westvalley.edu/covid-19/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,37.2633548,-122.0105466,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
William Jessup University,Private,CA,"<a href=""https://jessup.edu/coronavirus-information/forward-together/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,38.8203949,-121.292457,910,28692,97739,4251,0,0,0,0,0,0,0,0,0,0,0,0,45262,807446,2410359,113006,0,0,0,0,0,5,5,5,5
Allegheny College,Private,PA,"<a href=""https://www.post-gazette.com/news/education/2020/05/28/Allegheny-College-COVID-19-Hilary-Link-fall-classes-Pennsylvania-Meadville-health/stories/202005270073"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.6484557,-80.1455328,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Bloomsburg University,Public,PA,"<a href=""https://bloomu.edu/coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.0081119,-76.44727490000002,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Bryn Mawr College,Private,PA,"<a href=""https://www.brynmawr.edu/coronavirus/frequently-asked-questions#academics"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,40.02788020000001,-75.3144595,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Bucknell University,Private,PA,"<a href=""https://www.bucknell.edu/life-bucknell/health-wellness-safety/coronavirus-covid-19-updates/coronavirus-covid-19-messages"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.9547722,-76.88507589999998,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Carnegie Mellon University,Private,PA,"<a href=""https://www.cmu.edu/leadership/president/campus-comms/2020/2020-05-14.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,40.4427314,-79.9429552,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Community College of Philadelphia,Public,PA,"<a href=""https://www.inquirer.com/education/community-college-fall-classes-coronavirus-online-20200526.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,39.9627427,-75.16654940000002,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Dickinson College,Private,PA,"<a href=""https://www.dickinson.edu/info/20051/global_study_and_engagement/3976/dickinson_college_updates_on_the_coronavirus/3"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.20285360000001,-77.1972141,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Drexel University,Private,PA,"<a href=""https://drexel.edu/now/archive/2020/April/Task-Force-Fall-Term/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,39.9566127,-75.18994409999998,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Duquesne University,Private,PA,"<a href=""https://covid19.duq.edu/news-and-updates/update-on-duquesne-university-planning-for-fall-semester-2020"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.4367914,-79.989232,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Franklin and Marshall College,Private,PA,"<a href=""https://www.the-college-reporter.com/2020/04/20/f-administrators-warn-fps-diplomatic-congress-about-potential-financial-repercussions-%EF%BB%BF/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,40.0487391,-76.31992269999998,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Gannon University,Private,PA,"<a href=""https://update.gannon.edu/Update/Detail/30?fbclid=IwAR2B6uUtTquJKtbmGZU8rDMlG1jK8zFNHlWFhTUC2BpB6iJQU9D2CGVTgMY"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,42.1282555,-80.0867478,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Geneva College,Private,PA,"<a href=""https://www.geneva.edu/emergency/covid-19-update-students"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.7728309,-80.3211589,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Gettysburg College,Private,PA,"<a href=""https://www.gettysburg.edu/coronavirus/remote-learning#fall-online-in-person"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.8356944,-77.23563390000002,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Grove City College,Private,PA,"<a href=""http://www.gcc.edu/Home/News-Archive/News-Article/college-prepares-for-return-to-classes-on-august-24"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.155857,-80.0783922,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Haverford College,Private,PA,"<a href=""https://www.haverford.edu/coronavirus-information"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.00932419999999,-75.3076619,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Immaculata University,Private,PA,"<a href=""https://www.immaculata.edu/news/may-15-2020-letter-from-president-lettiere//"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.027988,-75.57069940000002,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Indiana University of Pennsylvania,Public,PA,"<a href=""https://www.iup.edu/news-events/coronavirus-information/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,40.6140124,-79.16146690000002,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Juniata College,Private,PA,"<a href=""https://www.juniata.edu/coronavirus/coronavirus-statement-2020-fall-semester.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.50013970000001,-78.01589779999998,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
La Roche University,Private,PA,"<a href=""https://www.laroche.edu/Student_Life/Counseling_and_Health_Services/Coronavirus_Updates/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.5684406,-80.01432940000002,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
Lafayette College,Private,PA,"<a href=""https://covid19.lafayette.edu/2020/05/07/college-update-and-planning-for-fall/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,40.70006619999999,-75.20812769999998,253,26374,130391,5567,1810,5423,0,0,0,0,0,0,0,0,0,0,23433,801610,1883395,72898,0,0,430249,48428,3,5,4,5,5
