Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Federal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Percent_of_State_Cases,Cases_per_100000,Total_Deaths,Plan_type,Campus_Location,pct_change_2014_2015_gdp,pct_change_2015_2016_gdp,pct_change_2016_2017_gdp,pct_change_2017_2018_gdp,pct_change_gdp_avg,pct_change_2014_2015_income,pct_change_2015_2016_income,pct_change_2016_2017_income,pct_change_2017_2018_income,pct_change_income_avg,control_year
Public,NC,TBD,1627.0,493,35.52593800000001,-82.927916,Haywood Community College,"185 Freedlander Drive, Clyde, North Carolina 28721-9901",Large,No,4852192.0,6863.0,0.0,0.0,1632,0,254,2,28721,Clyde,Haywood,8712.0,2568.0,0,0,0,0,0.0,17962.25,0.345337577928,0.6248839368620001,34876.0,36424.0,37580.0,38634.0,40290.0,1476460.0,1496082.0,1520300.0,1516459.0,1569361.0,NC,0,10,46,90,268,0,0,0,0,2,348.0,0.3,558.0,19.0,Not In-Class,Suburb,0.01328989610284058,0.016187615384718218,-0.0025264750378214827,0.03488521615157416,0.015459063150327869,0.044385824062392484,0.031737316055348117,0.028046833422033,0.042863798726510326,0.03675844306657098,Public-2
Public,KY,Hybrid,3185.0,695,37.233032200000004,-83.175148,Hazard Community and Technical College,"One Community College Drive, Hazard, Kentucky 41701-2402",Remote,No,9347631.0,3541.0,2383040.0,5017.0,3245,0,145,2,41701,Hazard,Perry,14076.0,4158.0,0,0,0,0,0.0,14983.0,0.20215786485,0.7720991860690001,34801.0,35755.0,35195.0,36986.0,38523.0,1141307.0,1105110.0,966630.0,979952.0,960216.0,KY,0,12,19,59,170,0,0,0,1,2,203.0,0.6,788.0,19.0,In-class,Town,-0.03171539296613444,-0.125308792789858,0.013781902072147564,-0.020139761947523958,-0.04084551140784221,0.027413005373408808,-0.015662145154523844,0.05088791021451911,0.04155626453252582,0.026048758741482467,Public-2
Public,IL,Online,5063.0,324,40.5344156,-89.0121075,Heartland Community College,"1500 West Raab Road, Normal, Illinois 61761-9446",Midsize,No,6910964.0,3850.0,2574997.0,3710.0,4974,0,285,2,61761,Normal,McLean,12982.5,8752.5,0,0,0,0,0.0,16343.5,0.45468700550700003,0.469409456295,43634.0,45818.0,46727.0,47247.0,49180.0,11372251.0,11869056.0,12002700.0,11826318.0,11802499.0,IL,17,95,218,260,520,1,3,13,13,15,611.0,0.3,356.0,19.0,Not In-Class,Suburb,0.04368572237809384,0.0112598676760814,-0.014695193581444175,-0.0020140672692887172,0.009559082300860586,0.05005271118852271,0.01983936444192239,0.011128469621418023,0.040912650538658536,0.030483298947630414,Public-2
Private,OH,In-person,1219.0,276,41.1163289,-83.16806439999998,Heidelberg University,"310 E Market St, Tiffin, Ohio 44883-2462",Distant,Yes,21415440.0,21037.0,5657997.0,6641.0,1076,171,122,4,44883,Tiffin,Seneca,0.0,0.0,0,0,0,0,30525.0,43850.0,0.30820663515200003,0.620033218347,34204.0,36916.0,37873.0,38104.0,39681.0,1610094.0,1741555.0,1731778.0,1634317.0,1691055.0,OH,3,14,20,33,129,0,1,2,2,3,161.0,0.2,292.0,19.0,In-class,Town,0.08164802800333397,-0.005613948454111411,-0.056277998681124264,0.03471664309922738,0.01361818099183142,0.07928897205005263,0.025923718712753282,0.006099331977926227,0.04138673105185807,0.038174688448147545,Private-4
Private,OH,In-person,3045.0,276,41.11946640000001,-83.1880462,Tiffin University,"155 Miami Street, Tiffin, Ohio 44883",Distant,Yes,24969599.0,15060.0,10587933.0,7373.0,2182,744,279,4,44883,Tiffin,Seneca,0.0,0.0,0,0,0,0,24558.75,39246.25,0.30820663515200003,0.620033218347,34204.0,36916.0,37873.0,38104.0,39681.0,1610094.0,1741555.0,1731778.0,1634317.0,1691055.0,OH,3,14,20,33,129,0,1,2,2,3,161.0,0.2,292.0,19.0,In-class,Town,0.08164802800333397,-0.005613948454111411,-0.056277998681124264,0.03471664309922738,0.01361818099183142,0.07928897205005263,0.025923718712753282,0.006099331977926227,0.04138673105185807,0.038174688448147545,Private-4
Private,GA,TBD,304.0,2052,33.515248,-82.05786599999998,Helms College,"5171 Eisenhower Parkway, Macon, Georgia 31206-5309",Midsize,No,1291878.0,4969.0,2241554.0,8722.0,349,0,12,2,31206,Macon,Bibb,0.0,0.0,0,0,0,0,15062.75,25760.5,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395.0,1.7,2217.0,66.0,Not In-Class,City,0.01967878125581639,-0.012304030933960812,0.012497691554572829,0.03019010501781622,0.012515636723561156,0.0327523876328711,0.010632183908045977,0.032077959004316696,0.04460528952113805,0.030016955016592958,Private-2
Private,GA,In-person,8740.0,2052,32.8288186,-83.64977689999998,Mercer University,"1501 Mercer University Drive, Macon, Georgia 31207",Midsize,Yes,101051481.0,22945.0,20541489.0,7467.0,4865,3875,811,4,31207,Macon,Bibb,0.0,0.0,0,0,0,0,36458.0,51971.25,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395.0,1.7,2217.0,66.0,In-class,City,0.01967878125581639,-0.012304030933960812,0.012497691554572829,0.03019010501781622,0.012515636723561156,0.0327523876328711,0.010632183908045977,0.032077959004316696,0.04460528952113805,0.030016955016592958,Private-4
Public,GA,In-person,7802.0,2052,32.8082159,-83.73188520000002,Middle Georgia State University,"100 University Parkway, Macon, Georgia 31206",Midsize,Yes,25679228.0,4870.0,21048596.0,6231.0,7787,279,394,4,31206,Macon,Bibb,11123.0,3945.0,3582,12492,1296,1296,0.0,15882.0,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395.0,1.7,2217.0,66.0,In-class,City,0.01967878125581639,-0.012304030933960812,0.012497691554572829,0.03019010501781622,0.012515636723561156,0.0327523876328711,0.010632183908045977,0.032077959004316696,0.04460528952113805,0.030016955016592958,Public-4
Private,GA,In-person,765.0,2052,32.874586199999996,-83.71246889999998,Wesleyan College ,"4760 Forsyth Road, Macon, Georgia 31210-4462",Midsize,Yes,9151531.0,15329.0,2390521.0,7266.0,754,43,82,4,31210,Macon,Bibb,0.0,0.0,0,0,0,0,22772.5,34466.5,0.589486858573,0.387282047765,37066.0,38280.0,38687.0,39928.0,41709.0,7597066.0,7746567.0,7651253.0,7746876.0,7980755.0,GA,16,306,454,848,2997,0,10,27,39,58,3395.0,1.7,2217.0,66.0,In-class,City,0.01967878125581639,-0.012304030933960812,0.012497691554572829,0.03019010501781622,0.012515636723561156,0.0327523876328711,0.010632183908045977,0.032077959004316696,0.04460528952113805,0.030016955016592958,Private-4
Public,KY,Hybrid,1586.0,700,37.7971248,-87.65244829999996,Henderson Community College,"2660 S Green St, Henderson, Kentucky 42420-4699",Fringe,No,4063318.0,2979.0,1629056.0,5376.0,1608,0,85,2,42420,Henderson,Henderson,14076.0,4158.0,0,0,0,0,0.0,14983.0,0.340595165549,0.617458866545,36154.0,36874.0,36721.0,38332.0,39891.0,1964619.0,1947046.0,1983475.0,1927128.0,1917354.0,KY,5,63,116,165,310,0,1,4,4,4,334.0,1.0,739.0,19.0,In-class,Rural,-0.008944736867555491,0.01870988153335874,-0.02840822294205876,-0.005071795957507752,-0.005928718558440816,0.01991480887315373,-0.004149265064815317,0.043871354265951366,0.04067097986016905,0.02507696948361471,Public-2
Public,AR,Online,3961.0,688,34.130810100000005,-93.0591234,Henderson State University,"1100 Henderson Street, Arkadelphia, Arkansas 71999-0001",Distant,Yes,25222929.0,8894.0,10577448.0,6712.0,3430,607,254,4,71999,Arkadelphia,Clark,11538.0,8575.5,5058,6318,1329,1329,0.0,22008.0,0.4310818888220001,0.525762104005,31806.0,32658.0,33226.0,34822.0,36314.0,734544.0,718661.0,723399.0,730698.0,734017.0,AR,24,30,39,56,153,0,0,0,0,0,175.0,0.4,784.0,19.0,Not In-Class,Town,-0.02162293885730467,0.00659281636265221,0.010089867417566241,0.004542232221793409,-9.950571382320296e-05,0.02678739860403697,0.017392369404127625,0.048034671642689465,0.042846476365516056,0.033765229004092526,Public-4
Private,AR,Online,1660.0,688,34.1305096,-93.0522581,Ouachita Baptist University,"410 Ouachita St, Arkadelphia, Arkansas 71998-0001",Distant,Yes,30100999.0,19987.0,6222771.0,6149.0,1633,0,141,4,71998,Arkadelphia,Clark,0.0,0.0,0,0,0,0,26375.0,38132.5,0.4310818888220001,0.525762104005,31806.0,32658.0,33226.0,34822.0,36314.0,734544.0,718661.0,723399.0,730698.0,734017.0,AR,24,30,39,56,153,0,0,0,0,0,175.0,0.4,784.0,19.0,Not In-Class,Town,-0.02162293885730467,0.00659281636265221,0.010089867417566241,0.004542232221793409,-9.950571382320296e-05,0.02678739860403697,0.017392369404127625,0.048034671642689465,0.042846476365516056,0.033765229004092526,Private-4
Private,AL,TBD,78.0,1146,34.856137700000005,-87.66297490000002,Heritage Christian University,"3625 Helton Dr, Florence, Alabama 35630-9977",Small,Yes,401144.0,8187.0,0.0,0.0,59,27,4,4,35630,Florence,Lauderdale,0.0,0.0,0,0,0,0,10947.0,19844.25,0.254476592894,0.714580166439,34109.0,35009.0,35202.0,35573.0,37151.0,2479646.0,2445200.0,2402567.0,2395624.0,2467086.0,AL,12,38,161,412,996,1,2,2,5,10,1135.0,1.2,1224.0,19.0,Not In-Class,City,-0.013891499028490358,-0.017435383608702764,-0.0028898257572005275,0.029830223774682505,-0.0010966211549277858,0.026385997830484623,0.005512868119626382,0.010539173910573263,0.04435948612711888,0.021699381496950783,Private-4
Public,AL,Hybrid,7488.0,1146,34.807455499999996,-87.6811676,University of North Alabama,"One Harrison Plaza, Florence, Alabama 35632-0001",Small,Yes,28574089.0,6807.0,20171828.0,6478.0,6050,1652,421,4,35632,Florence,Lauderdale,17062.5,9339.0,6660,13320,540,540,0.0,21206.0,0.254476592894,0.714580166439,34109.0,35009.0,35202.0,35573.0,37151.0,2479646.0,2445200.0,2402567.0,2395624.0,2467086.0,AL,12,38,161,412,996,1,2,2,5,10,1135.0,1.2,1224.0,19.0,In-class,City,-0.013891499028490358,-0.017435383608702764,-0.0028898257572005275,0.029830223774682505,-0.0010966211549277858,0.026385997830484623,0.005512868119626382,0.010539173910573263,0.04435948612711888,0.021699381496950783,Public-4
Private,WA,TBD,980.0,4018,46.37383300000001,-120.3947462,Heritage University ,"3240 Fort Rd, Toppenish, Washington 98948",Fringe,No,11111390.0,15077.0,2527872.0,6048.0,827,144,230,4,98948,Toppenish,Yakima,0.0,0.0,0,0,0,0,18244.75,32759.75,0.39393687937399996,0.547575581556,37846.0,39322.0,40285.0,41868.0,43379.0,9001942.0,8923543.0,9340102.0,9618897.0,9883248.0,WA,147,1237,3615,7385,10381,3,49,95,158,217,10047.0,17.1,4005.0,205.0,Not In-Class,Rural,-0.00870912076527487,0.046680897934822524,0.029849245757701575,0.02748246498533044,0.023825871978144918,0.039000158537229816,0.024490107319058037,0.03929502296140003,0.03608961498041464,0.03471872594952563,Private-4
Private,WA,TBD,903.0,4018,46.57179499999999,-120.537226,Perry Technical Institute,"2011 W Washington Ave., Yakima, Washington 98903-1296",Small,No,6532661.0,7731.0,6268130.0,6115.0,954,0,54,2,98903,Yakima,Yakima,0.0,0.0,0,0,0,0,40334.25,75970.75,0.39393687937399996,0.547575581556,37846.0,39322.0,40285.0,41868.0,43379.0,9001942.0,8923543.0,9340102.0,9618897.0,9883248.0,WA,147,1237,3615,7385,10381,3,49,95,158,217,10047.0,17.1,4005.0,205.0,Not In-Class,City,-0.00870912076527487,0.046680897934822524,0.029849245757701575,0.02748246498533044,0.023825871978144918,0.039000158537229816,0.024490107319058037,0.03929502296140003,0.03608961498041464,0.03471872594952563,Private-2
Private,OH,TBD,1255.0,437,41.3107999,-81.14399879999998,Hiram College,", Hiram, Ohio 44234-0067",Fringe,Yes,19133298.0,24752.0,4895292.0,7451.0,1267,17,116,4,44234,Hiram,Portage,0.0,0.0,0,0,0,0,35352.0,48759.0,0.425359614969,0.526957603288,39111.0,40436.0,40422.0,42176.0,44055.0,5296660.0,5416697.0,5295803.0,5365071.0,5443756.0,OH,32,236,323,412,693,1,40,57,58,60,717.0,0.8,441.0,60.0,Not In-Class,Town,0.02266277238863737,-0.0223187673225953,0.013079791676540838,0.01466616192031755,0.007022489665725114,0.03387793715323055,-0.0003462261351271145,0.04339221216169413,0.044551403641881634,0.030368831705419805,Private-4
Private,FL,TBD,220.0,2308,27.0662435,-80.13192159999998,Hobe Sound Bible College,"11298 SE Gomez Ave, Hobe Sound, Florida 33455-1065",Large,Yes,638713.0,4202.0,135848.0,4528.0,165,12,11,4,33455,Hobe Sound,Martin,0.0,0.0,0,0,0,0,6612.5,16095.0,0.35173370966,0.6202633512560001,69411.0,72878.0,74666.0,79020.0,83873.0,6162610.0,6608423.0,6603563.0,6723319.0,6946903.0,FL,27,191,626,2055,3561,0,6,9,25,73,3712.0,0.7,2306.0,87.0,Not In-Class,Suburb,0.07234158903451622,-0.0007354250779648941,0.018135058301102,0.033255003964559764,0.030749056555553274,0.04994885536874559,0.024534152967973875,0.05831302065197011,0.06141483168818021,0.04855271516921745,Private-4
Public,OH,TBD,3462.0,522,39.444035799999995,-82.221295,Hocking College,"3301 Hocking Parkway, Nelsonville, Ohio 45764",Distant,Yes,5876154.0,2738.0,8240342.0,2737.0,3509,0,239,2,45764,Nelsonville,Athens,9052.5,4625.0,0,0,0,0,0.0,16908.75,0.556601410114,0.38710139221900003,30284.0,30984.0,31366.0,32414.0,33274.0,1846375.0,1892880.0,1898820.0,1961671.0,1899070.0,OH,3,3,18,33,334,1,1,1,1,1,345.0,0.4,528.0,19.0,Not In-Class,Town,0.025187191117730687,0.0031380753138075318,0.03310003054528602,-0.03191207903873789,0.007378304484521586,0.023114515915995244,0.012328943971081849,0.033411974749729005,0.02653174554204973,0.02384679504471396,Public-2
Public,MS,Online,5678.0,4664,32.9704992,-89.91714669999998,Holmes Community College,"#1 Hill St, Goodman, Mississippi 39079",Distant,Yes,15285984.0,4137.0,4786709.0,5671.0,5529,0,408,2,39079,Goodman,Holmes,5672.5,3092.5,0,0,0,0,0.0,11592.5,0.8261178140530001,0.16337828247000002,24544.0,25608.0,27619.0,27367.0,28371.0,268159.0,265430.0,258386.0,258641.0,260493.0,MS,14,133,397,520,809,1,5,28,40,45,863.0,1.3,5073.0,48.0,Not In-Class,Rural,-0.010176798093668308,-0.026538070301020983,0.000986895574837646,0.0071605043283934095,-0.007141867122864559,0.043350717079530636,0.0785301468291159,-0.0091241536623339,0.03668652026162897,0.0373608076269854,Public-2
Private,CT,Hybrid,3217.0,843,41.5566104,-72.65690409999998,Wesleyan University ,"45 Wyllys Avenue, Middletown, Connecticut 06459",Small,Yes,65255478.0,50586.0,3430618.0,4699.0,3018,212,432,4,6459,Middletown,Middlesex,0.0,0.0,0,0,0,0,53983.5,71448.5,0.512499717201,0.439435759372,60909.0,62853.0,63956.0,65598.0,68673.0,8625424.0,8782362.0,8647334.0,8761274.0,8706342.0,CT,50,657,1104,1305,1377,1,79,150,184,191,1395.0,2.8,859.0,191.0,In-class,City,0.018194815698335524,-0.0153749071149652,0.013176315382290079,-0.0062698644055647615,0.00243158989002391,0.0319164655469635,0.01754888390371184,0.02567390080680468,0.0468764291594256,0.0305039198542264,Private-4
Private,IN,In-person,499.0,1157,41.6992582,-86.25322159999996,Holy Cross College,"54515 State Road 933 North, Notre Dame, Indiana 46556-0308",Large,Yes,8651344.0,20797.0,1462006.0,6169.0,447,0,74,4,46556,Notre Dame,St. Joseph,0.0,0.0,0,0,0,0,30298.5,44701.5,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301.0,4.6,1214.0,79.0,In-class,Suburb,-0.002771258494815591,-0.005672696224971832,0.009486842632408322,0.03803954151141034,0.009770607356007807,0.06267868391723604,0.0007295775290121064,0.04955232041555601,0.03483980203177911,0.03695009597339582,Private-4
Public,IN,TBD,5214.0,1157,41.6622956,-86.21971830000004,Indiana University -South Bend,"1700 Mishawaka Ave, South Bend, Indiana 46615-7111",Midsize,Yes,22185103.0,7131.0,12585588.0,5973.0,4551,541,405,4,46615,South Bend,St. Joseph,19274.75,7287.75,7264,17113,632,632,0.0,19834.75,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301.0,4.6,1214.0,79.0,Not In-Class,City,-0.002771258494815591,-0.005672696224971832,0.009486842632408322,0.03803954151141034,0.009770607356007807,0.06267868391723604,0.0007295775290121064,0.04955232041555601,0.03483980203177911,0.03695009597339582,Public-4
Private,IN,In-person,1611.0,1157,41.707304,-86.256745,Saint Mary's College ,"133 Le Mans Hall, Notre Dame, Indiana 46556",Large,Yes,42540275.0,29217.0,9717497.0,10229.0,1452,128,220,4,46556,Notre Dame,St. Joseph,0.0,0.0,0,0,0,0,41450.0,56205.0,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301.0,4.6,1214.0,79.0,In-class,Suburb,-0.002771258494815591,-0.005672696224971832,0.009486842632408322,0.03803954151141034,0.009770607356007807,0.06267868391723604,0.0007295775290121064,0.04955232041555601,0.03483980203177911,0.03695009597339582,Private-4
Private,IN,In-person,12607.0,1157,41.7055716,-86.2353388,University of Notre Dame,"400 Main Building, Notre Dame, Indiana 46556",Large,Yes,205171487.0,38829.0,15017009.0,5568.0,8732,3951,1668,4,46556,Notre Dame,St. Joseph,0.0,0.0,0,0,0,0,52533.5,70608.0,0.47735080217799997,0.475267697255,41274.0,43861.0,43893.0,46068.0,47673.0,12082958.0,12049473.0,11981120.0,12094783.0,12554863.0,IN,37,640,1275,1840,2978,2,22,39,70,83,3301.0,4.6,1214.0,79.0,In-class,Suburb,-0.002771258494815591,-0.005672696224971832,0.009486842632408322,0.03803954151141034,0.009770607356007807,0.06267868391723604,0.0007295775290121064,0.04955232041555601,0.03483980203177911,0.03695009597339582,Private-4
Public,KY,Hybrid,2748.0,657,36.882565,-87.48832949999998,Hopkinsville Community College,"720 North Dr., Hopkinsville, Kentucky 42240",Distant,No,9597883.0,3986.0,2445353.0,5203.0,2655,0,118,2,42240,Hopkinsville,Christian,14076.0,4158.0,0,0,0,0,0.0,14983.0,0.325705741085,0.639267751144,35646.0,36574.0,35997.0,37237.0,37742.0,5640810.0,5617476.0,5290368.0,5332431.0,5274474.0,KY,7,88,111,248,539,0,3,3,4,6,481.0,1.4,683.0,19.0,In-class,Town,-0.004136639950645386,-0.0582304223462637,0.00795086466574726,-0.010868776361100594,-0.016321243498065602,0.02603377658082253,-0.015776234483512883,0.03444731505403228,0.013561779950049684,0.014566659275347903,Public-2
Public,TX,Hybrid,4485.0,428,32.2505661,-101.45112840000002,Howard College,"1001 Birdwell Lane, Big Spring, Texas 79720",Distant,Yes,8862546.0,2911.0,2061749.0,5527.0,4293,0,177,2,79720,Big Spring,Howard,5415.5,3961.0,0,0,0,0,0.0,11843.25,0.203405430281,0.7633456051540001,35902.0,34671.0,34024.0,36824.0,40255.0,2868384.0,3215304.0,3723152.0,5093480.0,6757873.0,TX,0,4,8,40,149,0,1,1,1,3,157.0,0.0,428.0,19.0,In-class,Town,0.12094614946952707,0.1579471179086021,0.3680558838317641,0.326769320778721,0.2434296179971536,-0.03428778341039496,-0.018661128897349367,0.08229485069362802,0.09317293069737127,0.030629717270813744,Public-2
Public,MD,Online,9211.0,1149,39.214008,-76.87942629999998,Howard Community College,"10901 Little Patuxent Pkwy, Columbia, Maryland 21044-3197",Small,No,14876780.0,3240.0,6030469.0,5787.0,9110,0,862,2,21044,Columbia,Howard,7118.75,5978.75,0,0,0,0,0.0,25771.5,0.640760650542,0.305954194302,69107.0,71422.0,73266.0,75026.0,78416.0,21478527.0,22060113.0,22850190.0,23140957.0,23953910.0,MD,96,867,1909,2543,3478,1,19,58,84,105,3729.0,4.0,1145.0,106.0,Not In-Class,City,0.027077555178714068,0.035814730414118916,0.01272492701373599,0.035130483151582716,0.02768692393953792,0.03349877725845428,0.025818375290526732,0.024022056615619798,0.045184336096819766,0.032130886315355135,Public-2
Private,TX,In-person,1027.0,928,31.715780900000002,-98.9873303,Howard Payne University,"1000 Fisk St., Brownwood, Texas 76801-2794",Remote,Yes,13222772.0,18039.0,3770665.0,6581.0,969,66,106,4,76801,Brownwood,Brown,0.0,0.0,0,0,0,0,27902.0,40170.25,0.11620904724400001,0.860993619614,34512.0,35714.0,35595.0,37219.0,38830.0,1225945.0,1237059.0,1249201.0,1274941.0,1284852.0,TX,3,36,58,73,385,0,4,9,10,20,351.0,0.1,927.0,19.0,In-class,Town,0.009065659552426905,0.009815214957411084,0.020605170825191463,0.0077736930571689206,0.011814934598049592,0.03482846546128883,-0.0033320266562132496,0.0456243854473943,0.04328434401784035,0.030101292067577563,Private-4
Public,NJ,Online,8408.0,2918,40.73108510000001,-74.06278640000002,Hudson County Community College,"70 Sip Avenue, Jersey City, New Jersey 07306",Large,No,26012758.0,5048.0,3269435.0,4829.0,8202,0,453,2,7306,Jersey City,Hudson,13086.75,9287.25,0,0,0,0,0.0,20716.75,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528.0,10.7,2904.0,1503.0,Not In-Class,City,0.0442979246128438,0.0020971711885534737,0.04190629364597095,0.0204107727379004,0.027178040546317155,0.07044813419413469,0.034064379200565965,0.06833031163411213,0.04287475384640015,0.05392939471880324,Public-2
Public,NJ,TBD,7991.0,2918,40.70966200000001,-74.08765629999998,New Jersey City University,"2039 Kennedy Blvd, Jersey City, New Jersey 07305",Large,Yes,42159705.0,9327.0,21947669.0,7872.0,6137,1812,804,4,7305,Jersey City,Hudson,21325.75,11914.25,13140,21052,48,48,0.0,31253.5,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528.0,10.7,2904.0,1503.0,Not In-Class,City,0.0442979246128438,0.0020971711885534737,0.04190629364597095,0.0204107727379004,0.027178040546317155,0.07044813419413469,0.034064379200565965,0.06833031163411213,0.04287475384640015,0.05392939471880324,Public-4
Private,NJ,In-person,3452.0,2918,38.79609749999999,-90.5688689,Saint Peter's University,"2641 Kennedy Blvd, Jersey City, New Jersey 07306-5997",Large,Yes,74188905.0,31303.0,8128253.0,6214.0,2423,810,352,4,7306,Jersey City,Hudson,0.0,0.0,0,0,0,0,36960.0,54673.5,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528.0,10.7,2904.0,1503.0,In-class,City,0.0442979246128438,0.0020971711885534737,0.04190629364597095,0.0204107727379004,0.027178040546317155,0.07044813419413469,0.034064379200565965,0.06833031163411213,0.04287475384640015,0.05392939471880324,Private-4
Private,NJ,Hybrid,6929.0,2918,40.7450708,-74.02482690000002,Stevens Institute of Technology,"Castle Point On Hudson, Hoboken, New Jersey 07030-5991",Large,Yes,80429442.0,24878.0,12347675.0,6017.0,3659,3624,567,4,7030,Hoboken,Hudson,0.0,0.0,0,0,0,0,51402.0,68675.5,0.744594762318,0.22646146208299997,52819.0,56540.0,58466.0,62461.0,65139.0,40167638.0,41946981.0,42034951.0,43796480.0,44690400.0,NJ,1314,14916,18343,19012,19603,11,798,1173,1451,1499,19528.0,10.7,2904.0,1503.0,In-class,Suburb,0.0442979246128438,0.0020971711885534737,0.04190629364597095,0.0204107727379004,0.027178040546317155,0.07044813419413469,0.034064379200565965,0.06833031163411213,0.04287475384640015,0.05392939471880324,Private-4
Public,NY,Online,10896.0,462,42.696313599999996,-73.6824824,Hudson Valley Community College,"80 Vandenburgh Ave, Troy, New York 12180",Small,No,20972510.0,4816.0,11545010.0,4994.0,10416,0,520,2,12180,Troy,Rensselaer,11639.25,5708.0,0,0,0,0,0.0,17099.0,0.45519843615,0.483899319604,42725.0,44531.0,45586.0,47797.0,49156.0,5948023.0,5970685.0,6042529.0,6081432.0,6111679.0,NY,40,287,486,553,718,0,20,32,37,39,740.0,0.2,466.0,35.0,Not In-Class,City,0.0038100054421443897,0.012032790207488757,0.0064381983106742225,0.004973664097534923,0.006813664514460573,0.04227033352837917,0.023691361074307787,0.04850173298819813,0.02843274682511455,0.03572404360399991,Public-2
Private,NY,Online,7895.0,462,42.729762799999996,-73.67888839999998,Rensselaer Polytechnic Institute,"110 8th St, Troy, New York 12180-3590",Small,Yes,180855139.0,32382.0,20157421.0,6147.0,6241,1287,705,4,12180,Troy,Rensselaer,0.0,0.0,0,0,0,0,53090.0,71047.5,0.45519843615,0.483899319604,42725.0,44531.0,45586.0,47797.0,49156.0,5948023.0,5970685.0,6042529.0,6081432.0,6111679.0,NY,40,287,486,553,718,0,20,32,37,39,740.0,0.2,466.0,35.0,Not In-Class,City,0.0038100054421443897,0.012032790207488757,0.0064381983106742225,0.004973664097534923,0.006813664514460573,0.04227033352837917,0.023691361074307787,0.04850173298819813,0.02843274682511455,0.03572404360399991,Private-4
Private,IN,In-person,1302.0,324,40.8981885,-85.4991512,Huntington University,"2303 College Ave, Huntington, Indiana 46750",Distant,Yes,11627762.0,14756.0,4186541.0,6666.0,1126,258,178,4,46750,Huntington,Huntington,0.0,0.0,0,0,0,0,25986.0,37912.0,0.219481657694,0.7292475272319999,37086.0,37836.0,38580.0,40203.0,42292.0,1285273.0,1262001.0,1248905.0,1279718.0,1296402.0,IN,2,9,27,70,120,0,2,2,2,3,121.0,0.2,331.0,19.0,In-class,Town,-0.01810665905220136,-0.01037717085802626,0.0246720126831104,0.01303724726853885,0.0023063575103554074,0.0202232648438764,0.019663812242308912,0.042068429237947125,0.051961296420665125,0.03347920068619939,Private-4
