Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Perecent_of_State_Cases,Cases_per_100000,Total_Deaths
Private,OH,TBD,902.0,1122,39.1208511,-84.50856069999998,Christ College of Nursing and Health Sciences,"2139 Auburn Avenue, Cincinnati, Ohio 45219-2989",City: Large,No,4093987.0,6101.0,4319160.00 ,7473.00 ,938,0,64,4,45219,Cincinnati,Hamilton,0.0,0.0,0,0,0,0,16145.75,34020.75,,,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Private,OH,TBD,532.0,1122,39.140035,-84.5206726,Good Samaritan College of Nursing and Health Science,"375 Dixmyth Ave, Cincinnati, Ohio 45220-2489",City: Large,No,1034602.0,4026.0,1870697.00 ,6753.00 ,351,0,32,4,45220,Cincinnati,Hamilton,0.0,0.0,0,0,0,0,15485.0,31723.0,,,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Private,OH,Primarily online,2162.0,1122,39.0949575,-84.6381573,Mount St Joseph University,"5701 Delhi Rd, Cincinnati, Ohio 45233-1670",Suburb: Large,Yes,17518561.0,16910.0,5885235.00 ,6940.00 ,1450,650,233,4,45233,Cincinnati,Hamilton,0.0,0.0,0,0,0,0,29675.0,41270.5,12781.0,550.0,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Public,OH,Hybrid,37886.0,1122,39.1329219,-84.51495039999998,University of Cincinnati,"9555 Plainfield Rd, Blue Ash, Ohio 45236-1096",Suburb: Large,Yes,9819568.0,4494.0,12296323.00 ,5536.00 ,5986,0,357,4,45236,Cincinnati,Hamilton,14808.0,6010.0,0,0,0,0,0.0,23058.5,,,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Public,OH,Hybrid,37886.0,1122,39.1329219,-84.51495039999998,University of Cincinnati,"9555 Plainfield Rd, Blue Ash, Ohio 45236-1096",Suburb: Large,Yes,9819568.0,4494.0,12296323.00 ,5536.00 ,5986,0,357,4,45236,Cincinnati,Hamilton,14808.0,6010.0,0,0,0,0,0.0,23058.5,,,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Public,OH,Hybrid,4870.0,1122,39.2329891,-84.3998629,University of Cincinnati-Blue Ash College,"9555 Plainfield Rd, Blue Ash, Ohio 45236-1096",Suburb: Large,Yes,9819568.0,4494.0,12296323.00 ,5536.00 ,5986,0,357,4,45236,Cincinnati,Hamilton,14808.0,6010.0,0,0,0,0,0.0,23058.5,,,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Public,OH,Hybrid,4870.0,1122,39.2329891,-84.3998629,University of Cincinnati-Blue Ash College,"9555 Plainfield Rd, Blue Ash, Ohio 45236-1096",Suburb: Large,Yes,9819568.0,4494.0,12296323.00 ,5536.00 ,5986,0,357,4,45236,Cincinnati,Hamilton,14808.0,6010.0,0,0,0,0,0.0,23058.5,,,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Private,OH,Primarily online,7127.0,1122,39.149448,-84.47363740000002,Xavier University ,"3800 Victory Parkway, Cincinnati, Ohio 45207-1092",City: Large,Yes,95439736.0,21299.0,19189376.00 ,6890.00 ,5043,1930,831,4,45207,Cincinnati,Hamilton,0.0,0.0,0,0,0,0,38090.0,53957.5,12060.0,16.0,0.525536708861,0.43030886075900004,51996.0,53485.0,54700.0,56795.0,59561.0,63514374.0,64157236.0,65651526.0,66604173.0,66977577.0,OH,101,1218,2642,5010,8872,0,71,148,198,241,9160,9.7%,"1,121",248
Private,KY,Primarily online,1940.0,553,37.8631989,-84.6618348,Asbury University,"1 Macklem Dr, Wilmore, Kentucky 40390-1198",Town: Fringe,Yes,21899225.0,14767.0,6007417.00 ,5799.00 ,1724,216,192,4,40390,Wilmore,Jessamine,0.0,0.0,0,0,0,0,29820.0,41082.75,9990.0,0.0,0.263781555899,0.6643482740860001,37984.0,39752.0,42908.0,42372.0,43470.0,1409434.0,1410397.0,1431319.0,1482306.0,1503480.0,KY,11,41,62,106,258,0,0,0,0,0,325,1%,601,0
Public,NC,Primarily online,6892.0,664,35.5706642,-82.55555190000001,Asheville-Buncombe Technical Community College,"340 Victoria Rd, Asheville, North Carolina 28801-4897",City: Small,No,9912555.0,3141.0,4962459.00 ,6661.00 ,7003,0,631,2,28801,Asheville,Buncombe,8747.25,2603.25,0,0,0,0,0.0,16855.25,,,0.557123421086,0.411420966939,40634.0,43164.0,44412.0,46143.0,48592.0,10452539.0,10809496.0,11063449.0,11364249.0,11793788.0,NC,20,63,323,591,1576,1,4,20,38,55,1715,1.4%,657,46
Private,NC,Primarily in person,741.0,664,35.611126,-82.44227910000002,Warren Wilson College,"701 Warren Wilson Rd, Swannanoa, North Carolina 28778-2099",Suburb: Large,Yes,14863969.0,23556.0,2427424.00 ,6289.00 ,706,85,103,4,28778,Swannanoa,Buncombe,0.0,0.0,0,0,0,0,35714.5,50602.0,20400.0,1282.0,0.557123421086,0.411420966939,40634.0,43164.0,44412.0,46143.0,48592.0,10452539.0,10809496.0,11063449.0,11364249.0,11793788.0,NC,20,63,323,591,1576,1,4,20,38,55,1715,1.4%,657,46
Public,KY,Primarily in person,2542.0,356,38.4691674,-82.6505189,Ashland Community and Technical College,"1400 College Drive, Ashland, Kentucky 41101-3683",City: Small,No,8944806.0,4101.0,4645956.00 ,5466.00 ,2598,0,151,2,41101,Ashland,Boyd,14076.0,4158.0,0,0,0,0,0.0,14983.0,,,0.29452624370200003,0.664824145184,34982.0,36133.0,36034.0,37222.0,39746.0,4325625.0,4048973.0,3521869.0,3948906.0,4208514.0,KY,4,33,39,62,164,0,3,3,3,3,184,0.6%,394,<20
Private,OH,Hybrid,6627.0,243,40.8620193,-82.3225811,Ashland University,"401 College Avenue, Ashland, Ohio 44805",Town: Fringe,Yes,28981659.0,12147.0,14806431.00 ,7188.00 ,3653,1438,551,4,44805,Ashland,Ashland,0.0,0.0,0,0,0,0,21103.5,34519.0,6540.0,0.0,0.235066877129,0.7131760405419999,34388.0,35431.0,35565.0,36962.0,38441.0,1594995.0,1609795.0,1598130.0,1595899.0,1627015.0,OH,2,7,20,53,123,0,0,0,1,3,133,0.1%,249,<20
Public,CT,Primarily in person,1858.0,1413,41.998155100000005,-72.5706359,Asnuntuck Community College,"170 Elm St, Enfield, Connecticut 06082",Suburb: Large,No,3507757.0,4401.0,1576064.00 ,4956.00 ,1600,0,157,2,6082,Enfield,Hartford,13048.0,4396.0,0,0,0,0,0.0,19708.5,,,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Public,CT,Primarily in person,3290.0,1413,41.7681484,-72.672398,Capital Community College,"950 Main Street, Hartford, Connecticut 06103",City: Midsize,No,10567590.0,5271.0,696373.00 ,5010.00 ,3083,0,210,2,6103,Hartford,Hartford,13055.0,4403.0,0,0,0,0,0.0,18916.0,,,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Public,CT,Hybrid,11822.0,1413,41.6930606,-72.76379140000002,Central Connecticut State University,"1615 Stanley St, New Britain, Connecticut 06050",Suburb: Large,Yes,37093178.0,6548.0,34784437.00 ,6693.00 ,9045,2109,981,4,6050,New Britain,Hartford,23167.0,10412.5,7378,19008,4978,4978,0.0,25790.0,,,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Private,CT,TBD,3397.0,1413,41.742824600000006,-72.6404704,Goodwin College,"One Riverside Drive, East Hartford, Connecticut 06118",City: Small,Yes,17126830.0,5732.0,21841778.00 ,12684.00 ,3208,89,277,4,6118,East Hartford,Hartford,0.0,0.0,0,0,0,0,20771.0,33970.0,13500.0,900.0,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Public,CT,Primarily online,6003.0,1413,41.76064849999999,-72.56192840000001,Manchester Community College ,"Great Path, Manchester, Connecticut 06040",Suburb: Large,No,12413937.0,4105.0,563674.00 ,3783.00 ,5511,0,430,2,6040,Manchester,Hartford,15635.0,7188.5,0,0,0,0,0.0,18851.0,,,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Public,CT,Primarily online,6003.0,1413,41.76064849999999,-72.56192840000001,Manchester Community College ,"Great Path, Manchester, Connecticut 06040",Suburb: Large,No,12413937.0,4105.0,563674.00 ,3783.00 ,5511,0,430,2,6040,Manchester,Hartford,15635.0,7188.5,0,0,0,0,0.0,18851.0,,,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Private,CT,Primarily in person,2235.0,1413,41.74771629999999,-72.69050379999999,Trinity College ,"300 Summit St, Hartford, Connecticut 06106-3100",City: Midsize,Yes,54189956.0,48126.0,1943808.00 ,6501.00 ,2195,39,310,4,6106,Hartford,Hartford,0.0,0.0,0,0,0,0,55872.5,72855.0,17400.0,100.0,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Public,CT,Hybrid,3902.0,1413,41.70496729999999,-72.87856120000001,Tunxis Community College,"271 Scott Swamp Road, Farmington, Connecticut 06032-3187",Suburb: Large,No,8151629.0,4219.0,1622460.00 ,5039.00 ,3781,0,341,2,6032,Farmington,Hartford,13048.0,4396.0,0,0,0,0,0.0,19865.0,,,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Private,CT,Hybrid,2465.0,1413,41.782223200000004,-72.73054549999998,University of Saint Joseph,"1678 Asylum Avenue, West Hartford, Connecticut 06117",Suburb: Large,Yes,17678544.0,23292.0,7271561.00 ,10678.00 ,904,1494,374,4,6117,West Hartford,Hartford,0.0,0.0,0,0,0,0,38340.5,51964.5,14202.0,882.0,0.585615915074,0.370503407904,57564.0,59438.0,60291.0,61938.0,64853.0,72293639.0,75812380.0,75841426.0,76345801.0,75991079.0,CT,330,5601,10207,11662,12561,3,698,1238,1370,1411,12745,25.4%,"1,429","1,414"
Public,GA,Primarily in person,4567.0,1378,33.9914893,-83.33919519999998,Athens Technical College,"800 U.S. Hwy 29 North, Athens, Georgia 30601",City: Midsize,No,12506248.0,3608.0,0.00 ,_,4756,0,357,2,30601,Athens,Clarke,4929.0,2795.0,0,0,0,0,0.0,14064.5,,,0.667420456344,0.28699034395399997,29702.0,30947.0,31736.0,32419.0,33970.0,6253248.0,6390311.0,6539802.0,6747725.0,6890589.0,GA,47,150,283,531,1591,5,13,13,15,16,1894,0.9%,"1,476",<20
Public,GA,Fully in person,2187.0,1769,33.7096749,-84.40456809999998,Atlanta Metropolitan State College,"1630 Metropolitan Parkway, SW, Atlanta, Georgia 30310-4448",City: Large,No,7166671.0,4410.0,2415420.00 ,4143.00 ,1844,0,83,4,30310,Atlanta,Fulton,9869.75,3396.75,0,0,0,0,0.0,14321.75,,,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Public,GA,TBD,3562.0,1769,33.71202879999999,-84.40429540000001,Atlanta Technical College,"1560 Metropolitan Pkwy SW, Atlanta, Georgia 30310-4446",City: Large,No,22375772.0,7759.0,11444417.00 ,6274.00 ,3797,0,294,2,30310,Atlanta,Fulton,5071.0,2869.0,0,0,0,0,0.0,10769.0,,,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Private,GA,Primarily online,3911.0,1769,33.7515658,-84.4112315,Clark Atlanta University,"223 James P Brawley Drive, SW, Atlanta, Georgia 30314-4391",City: Large,Yes,31118355.0,11308.0,19755465.00 ,6981.00 ,3318,602,322,4,30314,Atlanta,Fulton,0.0,0.0,0,0,0,0,22404.5,38122.75,16290.0,1506.0,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Public,GA,Primarily online,32723.0,1769,33.7756178,-84.39628499999998,Georgia Institute of Technology,"225 North Ave, Atlanta, Georgia 30332-0530",City: Large,Yes,118275718.0,10921.0,23701805.00 ,6112.00 ,15964,20338,1410,4,30332,Atlanta,Fulton,33058.0,12434.0,14064,29140,2024,2024,0.0,28649.5,,,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Private,GA,TBD,762.0,1769,33.754334899999996,-84.38681159999999,Herzing University -Atlanta,"50 Hurt Plaza SE Ste. 400, Atlanta, Georgia 30303",City: Large,No,3987843.0,6202.0,5254422.00 ,9553.00 ,721,66,54,4,30303,Atlanta,Fulton,0.0,0.0,0,0,0,0,13970.0,29656.0,10800.0,880.0,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Private,GA,Fully online,2206.0,1769,33.7473412,-84.41552800000001,Morehouse College,"830 Westview Dr SW, Atlanta, Georgia 30314",City: Large,Yes,34757875.0,20291.0,9670051.00 ,6651.00 ,2238,0,176,4,30314,Atlanta,Fulton,0.0,0.0,0,0,0,0,27610.25,48418.25,,,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Private,GA,Fully online,2171.0,1769,33.746394200000005,-84.4121327,Spelman College,"350 Spelman Lane SW, Atlanta, Georgia 30314-4399",City: Large,Yes,25234489.0,14561.0,11482783.00 ,6980.00 ,2120,0,270,4,30314,Atlanta,Fulton,0.0,0.0,0,0,0,0,28632.75,52247.5,,,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Public,GA,Primarily in person,38652.0,1378,33.9480053,-83.37732209999999,University of Georgia,"5775 Peachtree-Dunwoody Road, NE, Suite A100, Atlanta, Georgia 30342-1501",City: Midsize,No,2498483.0,3904.0,8398752.00 ,9643.00 ,1145,0,129,4,30342,Atlanta,Fulton,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.692273308888,0.271069054186,70982.0,73677.0,75987.0,80683.0,84386.0,128843067.0,134304701.0,141794655.0,148753855.0,152383941.0,GA,503,2821,4507,6965,17286,16,118,230,312,383,19230,9.4%,"1,807",410
Public,NJ,TBD,4973.0,1264,39.461468100000005,-74.6811865,Atlantic Cape Community College,"5100 Black Horse Pike, Mays Landing, New Jersey 08330-2699",Rural: Fringe,No,13178507.0,4616.0,3597507.00 ,5338.00 ,5048,0,393,2,8330,Mays Landing,Atlantic,7903.5,6373.5,0,0,0,0,0.0,31203.5,,,0.515160112731,0.452836255651,43590.0,44345.0,45191.0,46549.0,48668.0,13152309.0,12705660.0,12471409.0,12424734.0,12863458.0,NJ,30,964,2183,2877,3346,0,41,159,216,250,3408,1.9%,"1,293",252
Public,NJ,Hybrid,9621.0,1264,39.4919685,-74.53097749999998,Stockton University,"101 Vera King Farris Drive, Galloway, New Jersey 08205-9441",Suburb: Midsize,Yes,52587228.0,9722.0,36739616.00 ,6681.00 ,8893,1041,705,4,8205,Absecon,Atlantic,0.0,0.0,0,0,0,0,0.0,30564.75,,,0.515160112731,0.452836255651,43590.0,44345.0,45191.0,46549.0,48668.0,13152309.0,12705660.0,12471409.0,12424734.0,12863458.0,NJ,30,964,2183,2877,3346,0,41,159,216,250,3408,1.9%,"1,293",252
Public,AL,Hybrid,30440.0,1655,32.593357399999995,-85.4951663,Auburn University,", Auburn, Alabama 36849",City: Small,Yes,117530282.0,9201.0,47711847.00 ,6347.00 ,24594,5866,1916,4,36849,Auburn University,Lee,30032.0,11108.0,9828,29484,1676,1676,0.0,31381.5,,,0.363928001665,0.595148089062,33202.0,34188.0,35690.0,36437.0,38036.0,5020315.0,5457975.0,5702179.0,5897678.0,6013577.0,AL,74,391,540,1188,2520,2,29,33,37,43,2743,2.8%,"1,667",48
Public,AL,Hybrid,5211.0,2773,32.3697457,-86.17665840000001,Auburn University,", Auburn, Alabama 36849",City: Small,Yes,117530282.0,9201.0,47711847.00 ,6347.00 ,24594,5866,1916,4,36849,Auburn University,Lee,30032.0,11108.0,9828,29484,1676,1676,0.0,31381.5,,,0.363928001665,0.595148089062,33202.0,34188.0,35690.0,36437.0,38036.0,5020315.0,5457975.0,5702179.0,5897678.0,6013577.0,AL,74,391,540,1188,2520,2,29,33,37,43,2743,2.8%,"1,667",48
Private,MN,Primarily online,3419.0,1440,44.9665149,-93.24016480000002,Augsburg University,"2211 Riverside Ave, Minneapolis, Minnesota 55454",City: Large,Yes,53701873.0,24782.0,12285248.00 ,6684.00 ,2512,913,402,4,55454,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,38192.5,51993.5,13006.0,0.0,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Private,MN,Primarily in person,346.0,1440,44.7954973,-93.3717405,Bethany Global University,"6820 Auto Club Road, Bloomington, Minnesota 55438-2849",City: Small,Yes,4305699.0,13712.0,1098871.00 ,6502.00 ,323,29,53,4,55438,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,13930.0,25522.5,13500.0,750.0,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Private,MN,Hybrid,1510.0,766,44.884936200000006,-93.74214620000001,Crown College ,"8700 College View Drive, Saint Bonifacius, Minnesota 55375-9001",Rural: Fringe,Yes,8972661.0,12376.0,4308392.00 ,7229.00 ,1160,362,127,4,55375,Saint Bonifacius,Hennepin,0.0,0.0,0,0,0,0,25825.0,40104.0,9720.0,270.0,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Private,MN,TBD,1316.0,1440,44.972894200000006,-93.2904197,Dunwoody College of Technology,"818 Dunwoody Blvd, Minneapolis, Minnesota 55403-1192",City: Large,Yes,5178001.0,6292.0,7002301.00 ,6472.00 ,1358,0,161,4,55403,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,21800.75,36858.0,,,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Public,MN,Primarily online,4762.0,1440,45.096857299999996,-93.39768829999998,Hennepin Technical College,"9000 Brooklyn Blvd, Brooklyn Park, Minnesota 55445",Suburb: Large,No,8679918.0,3626.0,10099244.00 ,7329.00 ,4625,0,194,2,55445,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,5206.0,20646.0,,,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Private,MN,Primarily online,438.0,1440,44.975114899999994,-93.4050076,Herzing University -Minneapolis,"435 Ford Road, St. Louis Park, Minnesota 55426",Suburb: Large,No,3186085.0,8190.0,3686654.00 ,10018.00 ,514,1,85,4,55426,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,13860.0,29546.0,10800.0,880.0,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Private,MN,Hybrid,854.0,1440,44.956657,-93.27419090000001,Minneapolis College of Art and Design,"2501 Stevens Ave, Minneapolis, Minnesota 55404",City: Large,Yes,15113676.0,21287.0,3693569.00 ,5835.00 ,709,87,155,4,55404,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,38469.0,50980.0,39946.0,450.0,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Public,MN,Primarily online,6951.0,1440,44.9724736,-93.2838279,Minneapolis Community and Technical College,"1501 Hennepin Ave, Minneapolis, Minnesota 55403-1779",City: Large,No,16165607.0,3957.0,13459313.00 ,6693.00 ,7014,0,267,2,55403,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,5421.5,23557.75,,,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Public,MN,Primarily online,9784.0,1440,44.8297,-93.3312607,Normandale Community College,"9700 France Ave S, Bloomington, Minnesota 55431-4399",City: Small,No,20986169.0,4094.0,12861411.00 ,6606.00 ,9743,0,341,2,55431,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,5818.75,21569.25,,,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Private,MN,Primarily online,1115.0,1440,44.96937570000001,-93.2613429,North Central University,"910 Elliot Ave, Minneapolis, Minnesota 55404-1391",City: Large,Yes,13021436.0,14325.0,4652112.00 ,6742.00 ,1085,70,146,4,55404,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,23762.5,35575.5,9450.0,750.0,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Public,MN,Primarily online,6286.0,1440,45.105419399999995,-93.37456170000002,North Hennepin Community College,"7411 85th Ave N, Brooklyn Park, Minnesota 55445",Suburb: Large,No,12494993.0,3666.0,10493399.00 ,6709.00 ,6198,0,225,2,55445,Minneapolis,Hennepin,0.0,0.0,0,0,0,0,4446.5,19510.5,,,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
Public,MN,Hybrid,50734.0,1440,44.97399,-93.2277285,University of Minnesota-Twin Cities,"100 Church Street SE, Minneapolis, Minnesota 55455-0213",City: Large,Yes,178846239.0,9253.0,83584292.00 ,6261.00 ,35165,16162,7059,4,55455,Minneapolis,Hennepin,28543.0,14586.5,17580,27204,1641,1641,0.0,27726.25,,,0.638202377483,0.285095830781,64906.0,67898.0,69222.0,71259.0,74698.0,112663088.0,114465989.0,116975987.0,119283227.0,122552072.0,MN,190,1738,8181,11796,17092,6,225,606,776,810,18641,31.8%,"1,473",828
