2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,county,state,2014_pi,2015_pi,2016_pi,2017_pi,2018_pi
403422,413451,425760,433248,429846,Kent, TX,33757,33075,34104,36109,39827
1576220,1634397,1620694,1614033,1680749,Kerr, TX,2276111,2330953,2337118,2471693,2628122
166039,162691,149140,131154,133485,Kimble, TX,195226,199037,189469,179978,188915
153218,184716,214793,219301,208452,King, TX,21099,17294,15605,12624,15418
112510,114591,110641,113598,113457,Kinney, TX,107222,109054,105331,109033,114633
1217007,1198964,1142031,1157189,1162135,Kleberg, TX,1180960,1164730,1129578,1164721,1213924
188586,187404,189096,169237,183586,Knox, TX,147100,143777,133109,130968,140483
1899017,1954872,1994090,2066720,2141896,Lamar, TX,1752093,1853542,1915446,1994448,2027045
867706,906970,771216,797444,755461,Lamb, TX,496016,530532,452119,492551,503257
424140,416814,412937,416145,429103,Lampasas, TX,925491,963977,973100,1005865,1049913
7660912,8451546,6730787,7403097,7789093,La Salle, TX,317339,303682,253396,257366,269678
1393084,1590498,1363519,1352895,1467751,Lavaca, TX,1026836,987680,919382,969802,1023974
968642,964888,901371,921869,921090,Lee, TX,723967,726969,727600,768329,800851
1320821,1298131,1102364,989740,1012329,Leon, TX,674756,693173,628400,643989,697506
1802295,1764267,1728899,1783167,1898796,Liberty, TX,2672389,2802934,2877909,3026482,3214378
1541708,1432623,1369196,1407387,1491163,Limestone, TX,769557,772593,767329,792035,841290
803552,850093,761476,816938,735518,Lipscomb, TX,190768,178924,170187,203926,217259
2426026,2430555,2184215,2076604,2006611,Live Oak, TX,489559,443600,373569,406164,433544
472976,625570,646414,644286,638468,Llano, TX,862617,906265,934120,967305,1027673
1440431,2388278,4188570,6586304,9557235,Loving, TX,3236,3746,5210,6916,8623
11505847,11775829,11955144,12154015,12523583,Lubbock, TX,11428230,11825138,12079359,12413604,13086192
181346,173775,208370,216014,242551,Lynn, TX,160945,204034,180232,201117,194638
359206,349458,316094,348038,371048,McCulloch, TX,293266,300221,281805,292797,302921
11372297,10826522,11405062,11913463,12347805,McLennan, TX,8727140,9231344,9498122,9965450,10503574
4508886,4620756,4273231,3864088,3730878,McMullen, TX,76185,83903,52079,53520,54040
1036867,1072976,871390,792698,708151,Madison, TX,430799,425921,405228,418964,438937
231384,248798,260890,262795,275244,Marion, TX,361869,356054,351053,361306,377893
3401409,4473823,5412710,7003980,9798482,Martin, TX,279209,278364,249686,287259,322287
109383,120773,114096,121936,122641,Mason, TX,177911,171300,161970,181527,190894
2068933,2026956,2036741,2105035,2046679,Matagorda, TX,1413939,1472390,1458587,1475662,1483848
1360884,1396862,1403362,1440038,1487369,Maverick, TX,1546898,1603267,1598391,1664699,1784103
837840,828986,818153,852698,872982,Medina, TX,1692255,1770759,1813549,1901845,2006434
71132,79642,71076,64680,65819,Menard, TX,74325,81041,75166,71690,75530
17300542,18765716,18797042,22611280,26786004,Midland, TX,18727886,14587361,12399064,18276912,21478156
1008152,973728,997226,940908,632583,Milam, TX,857731,900447,885299,877392,908101
143106,147621,154603,152337,183690,Mills, TX,167339,186411,174353,178969,182832
571730,542100,541563,530060,504203,Mitchell, TX,270620,270670,245110,253539,259929
1296524,1237808,1078040,1100417,998712,Montague, TX,857898,800700,727957,770999,824484
19494430,20106661,20235028,21356063,22369829,Montgomery, TX,33277102,31874844,30837487,34776605,37585521
1567935,1767806,1753526,1765193,1682157,Moore, TX,822411,905106,842538,883212,886792
811520,744205,639957,638229,686443,Morris, TX,522323,523652,496900,508753,535768
41539,43182,39311,39910,41500,Motley, TX,36045,36325,34478,35000,35710
2384006,2468571,2420273,2514106,2596775,Nacogdoches, TX,2231709,2302802,2278672,2356445,2480887
1438539,1428644,1394937,1413194,1495539,Navarro, TX,1664800,1703642,1737557,1780172,1879580
419063,499778,402663,470235,508661,Newton, TX,414296,426928,428436,447150,458423
968018,944540,947748,954905,954245,Nolan, TX,586327,583397,573517,601569,635579
18683435,18864520,18790122,18902397,19117033,Nueces, TX,15451067,15331671,14554854,15333583,16076668
1887087,1916909,1557060,1538049,1509261,Ochiltree, TX,821973,701572,510757,539775,569833
344628,354364,383814,338867,362143,Oldham, TX,110710,121229,102817,100726,104674
3355362,3247476,3199109,3072605,3196209,Orange, TX,3363436,3507046,3576049,3670645,3755583
1027640,961620,913894,962405,1004793,Palo Pinto, TX,1031959,1024172,1012389,1075310,1129721
3063399,3100854,2700866,2691838,2727949,Panola, TX,1027708,981311,890688,930928,1007115
3954039,3881585,3576103,3742191,3860064,Parker, TX,5960758,6197196,6491318,6877912,7373626
1187331,1582166,1329234,1442347,1469742,Parmer, TX,492888,585394,410436,462451,443690
2088429,2190674,2260388,2700203,3267658,Pecos, TX,534408,527495,502874,532725,573380
1116430,1130000,1162945,1185234,1212652,Polk, TX,1710200,1762324,1788939,1861086,1973118
7541949,7644413,7554164,7553063,7785463,Potter, TX,5034892,4904617,4851996,5028124,5257978
231392,226048,254849,226442,232643,Presidio, TX,274127,277170,280571,284684,297710
169570,168723,169157,172798,183329,Rains, TX,338128,353687,366392,384996,408566
3289097,3454369,3409412,3407628,3539417,Randall, TX,5673332,5956773,6035087,6217377,6536422
2680977,3618768,4212231,5303685,5977463,Reagan, TX,198197,164212,144979,155909,180515
70589,74725,72070,72339,75348,Real, TX,108990,115039,109704,113635,120642
233955,242555,248770,244805,243294,Red River, TX,437736,455350,472738,478196,494889
2838298,4338556,5279109,8533997,12666552,Reeves, TX,456319,463988,449135,514166,618668
661226,572250,530982,516840,516280,Refugio, TX,336212,316573,278621,289712,299607
1497608,1569206,1301255,1224990,1015627,Roberts, TX,44138,40022,33614,35514,37900
2474035,2473354,2265218,2307161,2082871,Robertson, TX,645132,663578,645575,653696,698169
2343059,2560844,2725128,2877797,3002097,Rockwall, TX,4557125,4941391,5277929,5703355,6140356
330530,333931,295872,294661,303778,Runnels, TX,390072,400811,390505,393555,407479
2945804,2831492,2708872,2732838,2822763,Rusk, TX,1924996,1879889,1809818,1881080,1986623
229105,233607,246862,259103,267128,Sabine, TX,334672,350856,347102,351298,366708
593142,690353,764715,899142,1019175,San Augustine, TX,285377,300396,292367,306481,328285
300304,328488,332439,341352,341508,San Jacinto, TX,873579,880824,911816,944628,991205
2480283,2377615,2393458,2273991,2279014,San Patricio, TX,2800491,2803184,2775548,2819072,2939583
125862,133492,161340,159609,176547,San Saba, TX,181706,201468,216822,219860,249625
256933,241692,214698,171652,166130,Schleicher, TX,146761,136845,122195,106876,116195
2761643,2592419,2371985,2468602,2474422,Scurry, TX,856003,782196,651213,681572,709975
369101,306506,268784,274939,289696,Shackelford, TX,506759,357065,277216,357800,424390
1373778,1523727,1349056,1441435,1540317,Shelby, TX,976866,1010661,908632,980361,1059078
386499,588101,453877,471846,314943,Sherman, TX,192124,254764,169845,192468,152435
9746323,9799342,9796738,9904909,10179462,Smith, TX,11256916,10535956,10415020,11835720,12714831
1140634,1167454,1193111,1050082,1176285,Somervell, TX,360860,361065,371239,387205,412536
1341774,1410342,1402458,1430751,1414905,Starr, TX,1530954,1567787,1573327,1635431,1698035
575170,563405,540730,562682,544689,Stephens, TX,533637,405386,353341,335610,370612
389271,328219,335686,326006,317732,Sterling, TX,88148,71486,68031,70143,76266
272997,287140,311694,321330,300714,Stonewall, TX,71618,74358,64244,69198,72753
640861,591057,509699,510276,489548,Sutton, TX,312868,252343,209605,220223,231034
390687,522839,480407,540624,515381,Swisher, TX,303520,352430,290227,326806,313232
98440477,101178408,102172994,104650547,108786197,Tarrant, TX,92737513,94375787,94079493,100593480,106829236
5794505,5753114,5680692,5797155,6073954,Taylor, TX,5966849,5819825,5734731,5860699,6239643
210030,223138,208373,203478,161963,Terrell, TX,44346,42824,40362,36423,39524
759299,757854,806173,812966,796030,Terry, TX,388467,394956,363045,395668,393943
176935,182817,156479,152133,156903,Throckmorton, TX,78750,66964,53421,50478,54450
1950773,1774627,1769587,1917585,1627165,Titus, TX,1029926,1084107,1056232,1089645,1146830
4981245,5043054,4916517,5038041,5285701,Tom Green, TX,5133434,5025139,4904523,5123767,5435909
82698876,88672286,92381463,96695331,102486231,Travis, TX,65876861,68732403,70898828,77863304,84294574
223005,226012,224969,227204,233490,Trinity, TX,464627,474995,484003,486887,508734
461074,476390,467929,444520,434587,Tyler, TX,643280,663626,669463,668741,696027
839453,865472,811844,821631,845183,Upshur, TX,1419752,1436044,1385355,1433369,1511967
3832738,4817268,5503600,6762302,7369575,Upton, TX,175572,167147,140255,149696,163525
835686,805353,811951,799536,807982,Uvalde, TX,1045638,1029712,988207,1023989,1059298
1551665,1598445,1558081,1569346,1638997,Val Verde, TX,1619405,1670974,1675360,1701430,1798748
994286,1008858,1016336,1036470,1063085,Van Zandt, TX,1797621,1868980,1932051,2028981,2139922
4949588,4794811,4502675,4511754,4723879,Victoria, TX,4174790,4138793,3846400,4018893,4246686
1879585,1873122,1948584,1972080,2011832,Walker, TX,1822821,1869234,1921249,1945677,2030607
1816756,1748110,1651687,1682328,1764685,Waller, TX,1763583,1780177,1862620,1982826,2124793
3118304,3102368,2972627,3553344,4594555,Ward, TX,514262,480518,433512,487805,585012
1918851,1992892,1955645,1970314,2099987,Washington, TX,1731600,1712110,1660053,1735679,1834903
11319728,12451869,12360473,12794056,12408193,Webb, TX,7812693,7967438,8025162,8261470,8728522
1758241,1706323,1583284,1723864,1826855,Wharton, TX,1678979,1703314,1633133,1680237,1726056
1883949,1600612,1298696,1253636,1094573,Wheeler, TX,273187,238236,202218,212080,216990
5314408,5254691,5303003,5322864,5452221,Wichita, TX,5573198,5308990,5221296,5414310,5701223
753310,674909,697392,676360,753154,Wilbarger, TX,482443,492148,498819,511676,538962
679224,709067,783732,892603,870911,Willacy, TX,562831,567964,581843,636614,615184
18162351,19670590,20619895,22046015,22865231,Williamson, TX,20703348,22859651,24421912,26373454,28775524
1032187,978867,931470,973167,1046254,Wilson, TX,1927243,1950704,1980138,2098683,2222659
909061,935699,920409,1283883,1824256,Winkler, TX,330411,321714,300247,361422,444545
4533989,4241062,3912276,3729284,3759232,Wise, TX,2609166,2568921,2602272,2779966,2988466
1549271,1599054,1580861,1657467,1643737,Wood, TX,1533258,1577544,1582380,1638581,1721753
2601436,2681087,2941461,3179886,3385988,Yoakum, TX,385856,341695,287908,334495,353197
874423,839658,839662,860714,866609,Young, TX,975201,888743,820109,856359,906413
1158858,986772,809255,883293,820224,Zapata, TX,487640,423915,364257,381685,401494
829889,1124822,1048958,991794,945577,Zavala, TX,323586,330407,318246,324783,349931
385711,311156,326990,350722,383147,Beaver, UT,216963,195930,185487,209640,222000
1873576,1972078,2160232,2278797,2354625,Box Elder, UT,1683835,1747694,1824937,1931993,2054558
4079806,4176807,4369448,4647373,4782815,Cache, UT,3835161,4126949,4356298,4673342,4952358
1091965,1013939,963920,976785,1000015,Carbon, UT,703623,717598,705376,726314,780330
58491,93190,89077,113813,109868,Daggett, UT,39303,42866,40720,39641,40334
11748333,11888604,12442332,13056779,13565775,Davis, UT,12754852,13651239,14609503,15221728,16279515
1417048,1327284,1192156,1227573,1215649,Duchesne, UT,822510,740497,667661,704735,732868
847300,855167,883592,897805,849317,Emery, UT,313265,305204,303911,306912,331914
189050,201605,206823,214992,210584,Garfield, UT,158757,169883,172741,184657,186375
449388,449621,468759,512421,523773,Grand, UT,388840,410837,446908,485943,527354
1286748,1288849,1336554,1445031,1502630,Iron, UT,1317249,1398488,1461425,1567332,1699218
391029,427014,414182,422644,472695,Juab, UT,310771,343184,364249,388731,416982
256793,260077,266590,277757,280325,Kane, UT,248442,263485,276211,294690,310339
812904,851667,799234,831588,773810,Millard, UT,419713,446645,433781,451520,457754
221809,224223,233643,248201,276009,Morgan, UT,465169,505317,547141,590821,631473
35394,37202,43413,45451,51398,Piute, UT,40246,43720,45484,46911,48720
126062,132262,126538,123072,124529,Rich, UT,87490,89953,78731,82122,87314
70179332,73418343,75927259,77891878,80666565,Salt Lake, UT,47595221,51313881,53961250,56738279,60673924
504107,481178,495129,507185,511280,San Juan, UT,352255,361602,369297,388271,411531
627371,747410,777113,827158,847820,Sanpete, UT,731911,817246,796736,834393,894477
867514,847557,857597,904793,905558,Sevier, UT,592149,624273,645407,681155,734836
2461445,2569665,2683203,2909870,2973451,Summit, UT,3823273,4465331,4740799,5118813,5518624
1770201,1707011,1758956,1786915,1748838,Tooele, UT,1939461,2060313,2211546,2376675,2575104
2476643,2325107,2251219,2348376,2301653,Uintah, UT,1259259,1160513,1036124,1061309,1118527
18658950,20137982,21592926,22615026,24192262,Utah, UT,18655654,20434016,22100713,23581109,25460130
615543,644393,698720,768681,794527,Wasatch, UT,1136582,1252880,1465111,1619967,1771209
4038212,4277364,4650364,5116834,5347692,Washington, UT,4709054,5110533,5540941,6105133,6670081
86148,89993,90479,98137,95360,Wayne, UT,82258,88159,90401,99348,105168
8522584,8869375,9138766,9518290,9727908,Weber, UT,8457630,8996661,9450538,10032202,10729512
1353501,1380115,1472455,1516687,1519836,Addison, VT,1688154,1709693,1763665,1840876,1915387
1470396,1467579,1484291,1485393,1523183,Bennington, VT,1706912,1772253,1786404,1842824,1940402
1014897,999109,1023885,1013422,1024166,Caledonia, VT,1155675,1173218,1183696,1202454,1249828
9871306,10037015,10219292,10255569,10465797,Chittenden, VT,8650897,9060215,9309678,9539269,10024778
133039,135261,135443,135031,136408,Essex, VT,198468,209385,210939,219187,225053
1651227,1722598,1712118,1714423,1733921,Franklin, VT,2002739,2057173,2116848,2196713,2284259
154054,153171,153095,154619,155832,Grand Isle, VT,364225,370286,386735,399886,419759
1027578,1053355,1057117,1060763,1100848,Lamoille, VT,1186530,1239035,1280667,1297970,1365017
720702,734986,741965,732653,754084,Orange, VT,1216220,1252599,1275617,1314543,1367889
923550,937898,907767,950368,968077,Orleans, VT,1075511,1097606,1102059,1130284,1171578
2424809,2455640,2476726,2480657,2469821,Rutland, VT,2754547,2857963,2903120,2940459,3071041
3362799,3311846,3438468,3418699,3403063,Washington, VT,3055817,3205159,3322951,3372518,3503225
2168229,2242212,2210648,2167610,2176247,Windham, VT,1974945,2068774,2077038,2101374,2177358
2245121,2275712,2331637,2325434,2324722,Windsor, VT,2856065,2925361,2959112,3062256,3212998
2509782,2623569,2592466,2671816,2794309,Accomack, VA,1234064,1281707,1288081,1325930,1386063
345315,352318,348872,352723,362153,Amelia, VA,511085,539074,542679,558329,582640
800840,813986,799299,776604,782954,Amherst, VA,1061049,1092975,1105282,1132008,1176695
272892,275525,276581,279439,286994,Appomattox, VA,518636,550805,557406,576654,606746
28357576,29339588,29667913,30470286,31513885,Arlington, VA,19000758,19861847,20314026,21370953,22611442
215327,225795,224744,227648,221256,Bath, VA,226762,243786,249822,257281,264509
1815027,1856994,1826377,1820302,1864725,Bedford, VA*,3143770,3312480,3336824,3489643,3678030
217835,226323,222809,228528,237566,Bland, VA,208159,217204,215791,224389,234863
1244677,1213197,1181407,1194825,1275072,Botetourt, VA,1492412,1565813,1575058,1602913,1672975
337379,331026,655539,780106,788340,Brunswick, VA,486889,511983,515255,525942,535459
1119602,1000620,916210,1052232,1018337,Buchanan, VA,741618,726602,699824,740660,768811
514399,524228,520568,502298,550077,Buckingham, VA,456445,481177,483784,501441,521940
572776,564486,588924,585665,601787,Caroline, VA,1105997,1243852,1182643,1235712,1285673
174289,176861,176027,179004,182232,Charles City, VA,276957,290074,295831,304502,318063
257817,266707,272531,268946,268696,Charlotte, VA,375250,404413,410350,416942,429409
13933586,14497388,14780976,14984747,15281992,Chesterfield, VA,15609613,16600141,17038449,17852706,18715686
445111,452760,448246,463562,471328,Clarke, VA,796241,844961,892468,917758,974655
94860,93317,92685,93827,96426,Craig, VA,175142,185938,179018,185935,193369
1520066,1563887,1589180,1604599,1643291,Culpeper, VA,1991530,2098696,2192306,2278571,2411983
178908,182636,186881,191690,190048,Cumberland, VA,332010,345405,349944,367568,379587
549721,522810,462556,510199,490047,Dickenson, VA,444869,456100,444451,456740,469883
345170,342998,345539,342465,349564,Essex, VA,414536,428736,432432,448379,462250
2403280,2512702,2524219,2541578,2648940,Fauquier, VA,4126524,4383484,4478992,4694878,5002860
365434,385540,348385,361602,387241,Floyd, VA,526463,553150,563686,579998,614471
670272,731891,727095,771955,766325,Fluvanna, VA,995693,1060235,1081127,1131402,1197011
1285328,1294344,1276227,1302412,1320061,Franklin, VA,2008750,2120498,2142691,2196944,2291672
478301,466639,448052,441756,456058,Giles, VA,603924,619426,626048,640555,675725
793765,793874,802752,824388,839170,Gloucester, VA,1608484,1686317,1728245,1796240,1886194
1666789,1829582,1826867,2000507,1952541,Goochland, VA,1813279,1983429,2024568,2191590,2337061
278193,280572,274649,275711,282546,Grayson, VA,459194,477105,487388,494112,516020
380296,421196,450861,460261,465023,Greene, VA,731403,775071,799788,833971,877858
1411274,1396749,1378420,1277654,1263884,Halifax, VA,1141467,1182977,1205544,1228334,1273653
4723511,5010645,5114149,5158334,5346260,Hanover, VA,5299073,5714014,5923419,6156881,6462126
23153000,24069678,24244164,24762945,25115683,Henrico, VA,18454924,19456939,19984925,21053607,22006480
101524,109024,101481,97697,103304,Highland, VA,95457,95961,93869,96014,101909
1463370,1497018,1480525,1504248,1608390,Isle of Wight, VA,1756527,1843820,1876638,1940014,2043800
131824,128625,128167,129939,133611,King and Queen, VA,258175,273805,280344,290360,305349
1592815,1611555,1647267,1681384,1734726,King George, VA,1217219,1337441,1294914,1342746,1408472
